TEMP,HUMIDITY,CLOUD_COVER,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JUN_SEP,ANNUAL,FLOOD
26.3,75.0,38.0,15.3,24.7,33.8,33.1,74.9,209.6,286.8,338.6,156.4,93.8,39.7,22.9,991.4,1329.5,1
29.4,72.0,45.0,23.3,20.9,3.1,43.7,76.3,235.7,239.5,339.2,224.4,51.2,34.6,21.4,1038.8,1313.3,1
29.8,75.0,20.0,0.0,0.0,0.0,0.0,35.8,298.3,294.3,289.2,159.5,14.9,0.0,0.0,1041.3,1092.0,0
27.1,66.0,33.0,0.0,0.0,0.0,25.1,34.7,230.6,302.9,225.2,186.1,67.5,0.0,0.0,944.8,1072.0,0
29.3,,40.0,7.1,33.3,7.6,27.1,81.4,271.0,371.2,290.5,157.8,102.0,23.2,25.4,1090.5,1397.6,0
29.1,81.0,48.0,40.5,57.9,52.4,73.0,82.0,287.1,390.9,274.2,207.1,83.0,54.4,57.4,1159.2,1659.7,1
26.5,70.0,34.0,0.0,0.0,2.4,35.4,60.9,178.9,276.9,275.0,236.8,85.2,31.7,4.4,967.7,1187.7,0
29.8,68.0,23.0,0.0,0.0,0.0,0.0,22.1,271.2,199.1,269.0,112.5,83.1,0.0,0.0,851.7,956.9,0
30.2,77.0,43.0,17.8,30.0,26.6,57.5,70.4,303.3,351.6,403.0,171.6,152.8,50.9,35.1,1229.4,1670.5,1
31.4,81.0,33.0,11.7,10.0,51.3,40.1,128.1,393.2,383.0,220.4,204.1,104.7,44.1,35.3,1200.8,1626.1,1
31.3,78.0,28.0,7.1,6.2,31.5,23.6,69.2,194.9,346.1,308.7,156.1,93.5,11.7,8.4,1005.8,,1
26.0,80.0,33.0,12.1,28.1,14.6,29.9,86.5,309.4,379.3,380.1,164.4,40.9,21.9,15.1,1233.2,1482.2,1
26.9,69.0,37.0,6.3,0.0,25.0,42.2,80.0,175.1,284.5,321.2,191.9,129.7,29.4,0.0,972.7,1285.3,0
30.1,65.0,33.0,0.0,0.0,0.0,1.7,12.8,239.9,253.2,309.5,103.5,46.8,0.0,0.0,906.0,967.3,0
30.1,83.0,20.0,0.0,9.3,10.7,30.8,92.4,301.1,253.2,311.5,142.0,54.1,10.1,7.4,1007.8,1222.6,0
30.1,72.0,45.0,28.4,20.3,29.6,20.7,28.0,154.2,314.8,373.5,300.6,91.8,48.8,21.0,1143.2,1432.0,1
37.5,72.0,48.0,35.1,30.5,29.0,62.8,68.2,262.3,318.9,240.5,234.3,141.4,44.0,39.8,1056.0,1506.8,1
30.3,82.0,43.0,33.6,57.4,58.4,74.2,87.4,255.6,349.0,236.2,193.0,171.8,35.0,41.2,1033.8,1593.0,0
31.5,77.0,29.0,8.8,14.3,13.7,26.6,72.0,211.8,292.6,280.0,209.2,83.5,41.4,7.3,993.7,1261.2,1
31.1,77.0,36.0,11.1,21.1,20.2,35.3,77.4,284.2,305.0,167.7,228.5,118.0,26.6,20.9,985.4,1315.9,1
30.4,,38.0,44.4,44.7,37.6,68.4,95.3,350.2,292.0,390.0,273.3,119.7,53.8,43.8,1305.6,1813.1,1
28.3,70.0,43.0,5.1,18.8,13.3,62.7,70.0,252.9,366.7,361.0,194.5,64.3,33.3,20.1,1175.0,1462.4,0
30.7,80.0,43.0,22.9,36.1,27.8,36.0,72.6,293.5,336.8,287.1,266.1,149.1,59.7,49.4,1183.5,1637.2,1
27.3,74.0,32.0,1.1,0.0,11.3,33.6,29.3,255.5,288.7,257.7,97.5,63.6,42.7,0.0,899.4,1081.1,0
28.5,76.0,39.0,20.2,40.5,16.2,30.3,90.7,266.3,271.4,292.0,158.7,134.6,16.3,28.1,988.3,1365.3,0
27.9,83.0,42.0,38.8,46.2,46.3,61.8,110.9,227.1,257.1,320.0,234.4,149.5,66.9,46.4,1038.6,1605.4,1
29.2,77.0,50.0,33.7,49.4,63.9,60.2,129.9,349.2,416.7,325.6,243.0,133.6,67.1,47.4,1334.5,1919.7,1
34.1,77.0,44.0,29.2,34.9,51.4,47.3,71.6,293.6,360.7,339.8,176.4,153.1,45.8,42.4,1170.5,1646.1,1
24.9,80.0,44.0,41.2,36.1,45.7,58.9,107.9,305.7,236.6,304.0,235.7,169.8,63.4,42.4,1081.9,1647.3,1
30.5,72.0,39.0,12.0,13.9,18.5,18.8,61.7,213.0,353.2,342.1,169.3,83.0,38.6,19.2,1077.7,1343.5,1
25.5,69.0,49.0,25.3,14.0,49.6,56.2,102.6,243.5,374.1,324.7,196.3,78.6,22.2,32.5,1138.7,1519.6,1
28.0,68.0,41.0,1.8,28.4,19.4,5.7,82.6,242.5,309.7,247.0,238.3,35.6,43.2,6.2,1037.5,1260.4,0
31.4,62.0,31.0,0.0,0.0,0.0,2.5,35.2,136.6,366.9,328.4,201.9,107.1,0.0,0.0,1033.8,1178.7,0
29.1,86.0,49.0,51.8,55.9,53.9,77.3,109.4,213.4,369.2,257.4,201.3,125.2,62.6,62.2,1041.3,1639.7,1
26.6,67.0,44.0,14.3,9.9,21.3,16.3,84.6,222.4,220.4,280.1,147.8,113.8,22.3,12.3,870.6,1165.5,0
27.4,73.0,34.0,15.1,18.9,20.9,28.0,73.5,279.3,322.5,336.7,172.1,62.1,43.7,6.0,1110.6,1378.8,1
30.5,72.0,34.0,7.2,6.5,4.1,4.7,44.7,212.5,313.1,236.5,187.2,116.9,14.7,10.2,949.2,1158.2,0
27.4,76.0,40.0,21.4,16.1,32.9,43.5,51.4,212.0,281.8,316.0,178.4,80.5,37.6,26.7,988.1,1298.2,0
29.5,79.0,42.0,29.0,46.2,36.6,36.1,82.4,233.4,362.6,339.7,265.0,78.4,65.4,39.4,1200.7,1614.2,1
29.1,79.0,40.0,37.9,38.4,34.8,55.1,114.9,249.6,224.5,254.7,230.2,99.4,41.0,32.5,959.0,1413.0,0
27.6,71.0,40.0,0.6,19.3,0.0,20.9,89.9,237.5,366.4,282.8,215.3,73.7,12.9,2.2,1102.0,1321.5,1
33.7,73.0,52.0,30.2,46.7,42.8,52.6,70.8,402.1,280.3,303.9,166.0,127.9,48.0,41.3,1152.3,1612.6,1
30.4,76.0,47.0,32.4,57.8,52.3,59.1,67.2,338.6,271.5,278.6,273.1,109.3,67.0,39.1,1161.8,1646.1,1
24.5,73.0,40.0,26.3,36.9,17.1,27.1,96.9,317.8,304.6,424.9,74.5,107.1,32.3,21.3,1121.7,1486.7,0
29.4,84.0,46.0,54.4,48.9,58.9,70.7,83.7,360.7,372.4,282.1,273.9,119.1,89.6,49.7,1289.1,1864.1,1
27.5,77.0,30.0,0.0,23.2,6.6,9.0,72.4,197.3,312.0,340.5,234.2,65.6,31.1,0.6,1084.0,1292.5,0
30.9,78.0,41.0,26.7,35.3,39.8,56.8,71.9,207.0,279.6,281.4,194.7,89.6,36.5,37.2,962.8,1356.5,0
27.3,78.0,52.0,44.1,56.0,53.8,90.2,136.3,233.1,313.6,261.0,291.3,175.1,64.6,49.8,1099.0,1769.0,1
28.7,81.0,36.0,21.1,16.3,24.4,80.3,66.4,345.2,253.8,307.8,209.0,107.4,31.6,31.2,1115.7,1494.4,1
30.1,75.0,31.0,12.4,6.2,24.9,25.7,82.5,219.5,286.1,317.2,192.4,30.0,11.6,5.3,1015.3,1214.0,0
30.9,66.0,33.0,0.0,0.0,4.7,17.9,47.1,164.6,347.9,316.8,188.7,50.4,57.1,0.0,1017.9,1195.1,0
26.4,76.0,29.0,16.1,12.8,4.2,1.8,63.2,224.5,297.9,368.8,331.6,80.6,30.4,2.6,1222.8,1434.6,1
28.3,70.0,32.0,2.0,7.0,7.4,33.4,11.0,227.3,342.0,441.2,240.9,116.5,20.7,0.0,1251.4,1449.4,1
28.0,71.0,35.0,11.7,0.0,15.4,32.3,13.9,262.8,385.3,292.5,219.6,103.7,10.5,9.8,1160.2,1357.6,0
27.6,78.0,27.0,0.3,6.8,17.4,18.2,54.6,262.8,263.7,240.5,147.9,56.0,37.8,2.2,915.0,1108.3,0
32.9,81.0,38.0,29.2,42.4,20.5,65.2,90.3,229.9,314.2,331.7,221.9,165.9,58.6,34.7,1097.6,1604.4,0
29.9,74.0,45.0,16.1,29.1,44.7,44.5,60.1,310.3,452.9,287.2,176.0,101.8,65.2,33.9,1226.4,1621.8,1
26.2,76.0,31.0,2.6,15.6,8.1,21.3,40.0,216.6,388.5,335.5,228.8,113.0,43.8,5.1,1169.4,1418.9,1
31.0,84.0,50.0,62.5,64.4,62.0,84.3,124.8,295.0,253.3,258.4,249.9,104.7,55.9,52.0,1056.5,1667.2,1
33.7,75.0,42.0,34.8,30.1,57.8,31.6,90.7,307.2,342.6,436.8,158.8,39.4,26.1,46.8,1245.4,1602.7,1
31.3,90.0,46.0,55.7,65.4,74.6,96.9,116.8,274.3,359.6,389.3,253.3,104.4,67.6,63.4,1276.4,1921.3,1
25.7,77.0,33.0,9.7,5.9,15.7,19.9,83.2,226.3,357.2,189.9,159.4,6.3,16.3,20.6,932.8,1110.4,0
27.9,63.0,45.0,2.2,0.0,0.0,10.8,34.9,280.9,253.7,237.3,195.2,131.2,22.3,21.9,967.1,1190.4,1
31.8,79.0,29.0,0.0,18.5,30.7,18.9,57.7,207.6,254.4,332.1,156.1,90.2,18.0,19.1,950.3,1203.3,0
27.4,76.0,45.0,36.7,35.2,25.5,61.1,120.0,255.8,286.4,375.2,218.2,83.9,71.9,32.6,1135.7,1602.6,1
30.0,82.0,39.0,28.6,36.3,31.4,47.0,90.8,310.0,295.1,235.6,253.2,120.7,72.3,36.9,1093.8,1557.7,1
30.7,78.0,,29.4,30.6,34.7,34.8,88.5,389.0,374.9,347.4,213.6,110.7,45.9,27.3,1324.9,1726.9,1
27.0,73.0,29.0,0.0,0.0,17.8,9.3,97.7,274.9,220.7,158.7,164.0,87.1,35.1,6.7,818.3,1071.9,0
28.9,67.0,31.0,0.0,0.0,1.7,6.6,14.0,258.0,244.6,256.8,181.1,92.2,19.9,0.0,940.6,1075.1,0
21.9,73.0,43.0,21.7,22.1,27.2,27.6,92.7,296.0,209.5,361.3,238.2,89.6,31.4,20.7,1104.9,1438.0,1
26.7,69.0,30.0,0.0,0.0,0.0,0.0,77.9,175.6,345.0,232.6,124.8,42.6,0.0,0.0,878.0,998.5,0
28.4,71.0,42.0,12.6,24.5,16.6,60.9,64.1,267.0,386.9,203.2,212.3,111.3,28.0,8.0,1069.3,1395.5,0
26.3,78.0,27.0,0.0,5.4,12.4,13.7,76.2,247.4,279.4,287.5,248.3,99.1,11.3,14.9,1062.5,1295.3,0
32.6,84.0,45.0,52.2,52.9,57.3,65.7,85.0,312.3,326.7,289.5,260.4,127.1,67.1,53.6,1189.0,,1
25.9,76.0,28.0,14.6,17.3,18.1,17.0,42.7,252.8,323.6,312.9,189.0,130.8,17.5,6.1,1078.3,1342.4,1
28.0,67.0,42.0,7.9,9.6,23.5,21.7,69.5,272.7,390.3,230.5,220.6,70.9,22.6,3.2,1114.0,1342.9,0
29.3,77.0,43.0,38.6,35.9,42.5,58.1,101.6,258.5,350.1,260.8,236.0,83.1,51.9,21.9,1105.3,1538.9,1
32.2,81.0,32.0,8.5,13.2,23.0,51.0,97.0,267.8,272.7,177.4,238.5,105.1,20.0,30.3,956.5,1304.5,0
25.8,70.0,43.0,16.5,16.4,29.6,31.5,101.6,192.7,213.1,300.1,109.1,73.3,35.1,18.5,814.9,1137.6,1
31.6,73.0,40.0,7.6,24.3,22.5,21.6,70.1,243.8,244.5,282.1,131.5,103.8,26.1,26.7,901.9,1204.4,0
29.0,74.0,34.0,0.0,0.0,4.0,43.1,86.7,329.3,307.2,213.9,238.0,62.0,25.2,7.7,1088.4,1317.0,0
26.8,69.0,30.0,0.0,0.0,0.0,8.5,37.8,252.1,245.3,275.8,106.9,54.6,16.1,0.0,880.1,997.0,0
30.0,,22.0,4.5,0.0,2.8,35.8,68.0,238.8,301.7,329.6,198.1,117.3,0.0,3.7,1068.2,1300.4,0
29.4,73.0,41.0,25.8,21.5,34.3,11.3,77.3,367.5,280.0,280.7,187.4,83.1,29.8,27.1,1115.6,1425.7,0
27.7,77.0,25.0,0.1,9.5,3.4,20.5,62.1,168.4,229.7,288.8,138.4,53.2,11.8,7.6,825.2,993.4,0
29.2,69.0,39.0,0.0,11.5,0.7,48.8,69.3,189.8,230.2,296.7,206.5,110.1,14.6,6.4,923.1,1184.6,0
28.2,71.0,36.0,3.2,19.6,12.4,20.6,27.7,344.0,393.5,209.9,198.8,53.5,30.6,12.7,1146.3,1326.7,1
29.2,78.0,43.0,35.2,27.9,40.9,50.1,65.3,280.3,381.1,427.1,312.8,90.5,39.2,44.7,1401.3,1795.0,1
30.5,72.0,36.0,8.4,11.1,15.9,30.5,64.1,238.7,405.8,254.7,163.9,96.4,15.3,9.2,1063.1,1313.9,0
32.5,84.0,35.0,16.8,35.3,47.8,44.9,52.9,210.6,359.0,344.7,281.4,130.1,38.1,30.5,1195.7,1592.0,1
26.3,72.0,44.0,14.3,15.8,38.6,37.7,93.0,291.0,290.6,341.0,222.3,126.9,49.5,35.1,1144.9,1555.8,1
33.7,75.0,41.0,22.1,33.3,23.7,38.5,95.0,297.5,397.0,289.5,177.9,78.9,31.7,20.4,1161.9,1505.5,1
24.7,80.0,41.0,37.9,55.2,34.4,46.1,95.1,218.4,326.6,343.8,254.6,123.5,54.1,41.6,1143.4,1631.4,1
28.7,65.0,42.0,0.0,5.3,0.0,37.1,35.0,239.7,310.7,291.7,212.9,65.7,41.1,4.9,1054.9,1244.0,1
30.3,63.0,26.0,0.0,0.0,0.0,0.0,51.8,195.7,261.6,162.0,155.8,29.1,0.0,0.0,775.2,856.0,0
29.6,65.0,44.0,7.1,9.7,27.5,29.0,101.7,265.1,124.2,261.7,203.0,111.1,34.3,18.0,854.0,1192.5,0
27.6,82.0,43.0,48.4,38.9,45.4,71.3,99.5,225.0,432.9,281.1,199.7,102.9,76.7,22.5,1138.7,1644.4,1
28.5,71.0,30.0,0.0,0.0,0.0,10.8,59.2,307.9,318.5,242.2,141.8,76.0,21.3,0.0,1010.4,1177.7,0
27.9,89.0,36.0,49.1,41.8,66.1,55.1,103.4,339.8,359.2,243.8,263.6,123.3,59.2,51.6,1206.3,1755.8,1
27.7,71.0,38.0,2.0,0.3,20.5,21.2,74.0,233.4,299.7,348.7,183.3,56.6,31.1,15.6,1065.2,1286.4,1
30.9,75.0,37.0,0.1,32.0,26.8,35.4,68.0,248.5,320.2,383.3,196.8,114.6,15.0,13.3,1148.8,1454.0,1
29.8,83.0,41.0,37.1,42.3,35.3,47.5,94.5,277.7,299.4,371.9,237.8,129.2,45.8,44.4,1186.8,1662.8,1
27.5,86.0,49.0,69.2,61.4,75.0,75.2,134.3,263.4,393.2,409.9,258.1,86.5,68.9,43.9,1324.6,1939.2,1
31.0,86.0,47.0,68.7,67.7,55.3,71.4,159.5,278.2,274.2,312.6,178.3,139.5,99.5,66.3,1043.3,1771.2,1
29.7,81.0,28.0,18.1,6.4,8.1,57.9,39.4,242.5,318.6,250.5,255.3,68.1,17.6,17.4,1066.9,1299.9,1
30.8,80.0,43.0,40.6,34.1,40.7,23.9,90.1,370.9,365.9,267.0,227.7,139.6,42.3,39.8,1231.5,1682.7,1
30.4,78.0,49.0,46.6,47.1,44.7,61.4,75.0,340.7,326.7,356.0,219.5,82.5,46.1,46.8,1242.8,1693.0,1
27.2,79.0,41.0,27.0,42.6,36.2,72.1,118.2,327.8,348.7,319.6,235.8,97.5,53.1,38.3,1231.8,1716.9,1
27.8,71.0,47.0,23.6,31.6,17.2,46.1,67.8,289.9,260.1,295.1,220.2,108.7,41.3,27.4,1065.4,1429.0,0
30.6,69.0,54.0,46.2,37.8,49.4,61.8,58.9,216.3,269.9,382.9,252.3,109.2,60.8,20.8,1121.4,1566.3,0
30.3,74.0,46.0,21.9,33.0,47.7,50.6,97.2,272.1,338.6,327.9,238.6,123.5,52.5,50.0,1177.2,1653.4,1
29.0,73.0,40.0,29.3,22.6,3.9,28.4,106.3,314.8,352.1,242.8,233.7,53.4,14.8,29.0,1143.4,1431.2,0
29.3,71.0,46.0,20.2,27.4,39.6,15.9,91.1,198.6,205.3,258.3,268.6,139.1,28.1,15.5,930.8,1307.7,0
31.8,78.0,39.0,36.2,20.4,24.5,48.1,84.7,305.6,351.9,340.2,250.4,113.7,57.0,25.8,1248.1,1658.4,1
27.7,80.0,38.0,16.9,31.6,43.8,38.9,91.4,400.9,290.6,363.6,206.0,137.2,40.8,29.3,1261.2,1691.0,1
30.2,75.0,35.0,16.5,6.2,18.1,22.2,95.1,315.2,295.2,318.8,146.3,108.7,41.1,23.4,1075.5,1406.7,1
28.6,83.0,51.0,52.3,61.8,65.5,72.2,95.7,381.0,272.8,443.2,318.3,132.9,71.4,43.9,1415.3,2011.1,1
28.5,67.0,31.0,0.0,0.0,0.0,27.9,39.8,244.0,230.9,356.8,161.3,29.9,0.0,0.0,993.0,1090.6,0
31.4,73.0,50.0,36.1,57.7,53.5,83.3,80.3,332.6,387.4,335.0,198.1,95.3,45.8,23.3,1253.1,1728.5,1
30.8,70.0,42.0,21.5,16.1,8.0,36.0,45.0,218.9,310.4,239.8,120.2,128.1,16.8,14.1,889.3,1175.0,0
30.8,63.0,27.0,0.0,0.0,0.0,0.0,19.4,259.8,243.0,170.0,171.2,80.6,0.0,0.0,844.1,944.1,0
31.9,74.0,41.0,8.4,22.3,38.4,26.3,97.6,301.4,308.4,272.9,212.1,79.9,37.8,24.0,1094.8,1429.6,1
29.0,73.0,21.0,0.0,0.0,0.0,7.8,48.5,243.1,306.6,300.9,99.0,0.0,3.3,0.0,949.6,1009.3,0
30.5,83.0,43.0,43.1,60.2,74.0,85.2,111.7,361.2,365.2,424.7,249.2,113.5,39.7,40.8,1400.4,1968.6,1
28.3,78.0,45.0,40.8,34.7,38.1,53.4,94.3,251.8,326.9,335.6,199.0,104.2,51.2,44.4,1113.3,1574.4,1
29.7,68.0,33.0,0.4,0.0,9.4,0.0,58.3,227.5,353.4,335.6,298.9,61.6,0.8,0.0,1215.3,1345.7,0
28.7,85.0,39.0,40.5,50.5,46.9,69.0,80.0,291.3,394.2,301.8,200.4,129.2,48.2,48.4,1187.6,1700.5,1
29.2,81.0,54.0,74.0,51.2,78.5,91.0,108.0,247.6,379.0,370.3,224.6,156.1,75.8,60.8,1221.5,1917.0,1
30.3,77.0,34.0,16.2,13.9,21.3,15.4,73.2,271.9,312.7,337.2,160.0,114.2,22.8,12.8,1081.7,1371.6,1
27.2,73.0,30.0,0.0,0.0,1.5,20.5,59.0,148.9,332.8,158.6,240.9,84.5,30.0,0.4,881.2,1077.2,0
33.6,68.0,50.0,10.5,25.8,43.5,48.8,84.8,326.0,337.3,274.4,191.6,53.4,52.7,30.4,1129.3,,0
26.8,72.0,54.0,37.3,47.9,41.5,58.5,91.6,287.0,398.0,369.5,191.8,105.9,68.6,25.0,1246.3,1722.6,1
26.3,81.0,38.0,27.7,27.9,23.3,40.9,77.9,246.8,379.4,321.3,247.2,163.0,39.5,36.6,1194.7,1631.3,1
31.5,85.0,46.0,61.3,54.4,55.4,85.8,171.8,252.7,287.5,259.2,176.5,138.0,57.1,59.1,975.9,1658.6,1
30.7,83.0,49.0,58.3,57.5,67.8,69.8,127.7,286.7,284.4,188.7,267.7,138.8,70.6,58.1,1027.5,1676.1,1
30.4,71.0,32.0,0.0,1.8,18.5,0.0,60.9,280.5,250.5,251.4,262.8,81.6,10.8,0.0,1045.1,1218.7,1
30.4,67.0,34.0,0.0,0.0,0.5,0.0,42.7,267.5,346.0,263.2,202.9,77.8,0.1,0.0,1079.6,1200.8,0
29.0,75.0,48.0,40.6,41.7,55.4,70.3,81.2,241.4,235.6,258.9,248.9,50.6,36.1,34.7,984.9,1395.4,0
27.0,63.0,51.0,26.4,24.0,7.6,41.6,66.6,212.7,332.9,297.5,238.4,83.2,28.7,31.5,1081.4,1391.0,1
29.2,76.0,43.0,35.5,34.5,31.0,49.5,89.3,309.5,345.2,332.8,290.3,102.5,38.6,31.5,1277.8,1690.0,1
27.5,73.0,31.0,6.3,6.8,4.3,14.9,17.6,205.5,365.0,314.1,239.6,107.2,23.5,0.7,1124.2,1305.6,0
31.1,71.0,54.0,37.7,27.5,43.1,50.9,60.8,285.5,343.0,175.6,242.0,113.4,60.2,40.3,1046.1,1479.9,1
28.7,64.0,34.0,0.0,0.0,0.0,0.0,28.1,237.6,200.2,184.6,211.5,19.6,14.0,0.0,833.9,895.6,0
27.2,77.0,35.0,26.2,23.0,30.1,31.0,75.3,278.4,253.6,273.5,161.3,102.0,16.1,24.5,966.9,1295.1,0
28.3,71.0,41.0,3.1,22.6,16.4,8.4,64.0,306.0,237.9,322.0,233.7,68.7,33.6,15.0,1099.6,1331.4,1
29.9,67.0,,18.4,18.7,29.6,32.4,105.8,196.7,283.9,324.6,160.9,65.8,27.5,27.6,966.2,1291.8,1
27.8,57.0,45.0,0.0,0.0,0.0,6.5,15.6,130.1,274.2,292.6,158.7,44.3,0.0,6.6,855.6,928.5,0
27.2,74.0,41.0,23.4,18.8,18.1,47.7,60.4,234.2,245.5,273.2,66.7,109.0,30.3,31.5,819.5,1158.7,0
29.5,85.0,42.0,56.2,53.7,52.3,65.9,131.8,390.5,429.6,302.4,249.5,152.9,74.2,68.1,1372.0,2027.1,1
29.5,84.0,38.0,32.2,48.3,42.6,66.5,94.6,393.2,252.5,269.8,193.0,124.1,47.5,34.7,1108.5,1599.1,1
27.9,71.0,42.0,0.0,15.3,20.9,51.8,88.3,361.3,391.4,335.2,250.6,106.4,49.4,32.0,1338.4,1702.6,1
28.0,70.0,18.0,0.0,0.0,0.0,2.9,66.2,204.6,336.3,191.8,172.8,57.0,0.0,0.0,905.5,1031.6,0
29.5,77.0,36.0,25.3,22.0,25.8,43.6,59.1,165.0,366.9,342.3,253.6,95.5,28.3,23.8,1127.8,1451.2,1
25.8,68.0,40.0,9.7,7.4,8.1,25.5,58.4,121.5,258.8,292.5,141.6,97.8,34.3,14.3,814.4,1069.9,0
25.9,76.0,29.0,6.6,4.5,22.9,11.4,52.8,214.4,318.7,275.6,234.9,17.7,23.5,2.1,1043.7,1185.3,1
27.4,79.0,41.0,29.2,40.4,26.7,60.3,47.3,265.5,249.8,268.3,311.2,109.2,35.2,35.1,1094.7,1478.1,1
28.5,81.0,36.0,16.6,32.4,26.6,67.0,75.6,343.3,376.5,223.2,246.2,75.7,64.1,37.1,1189.2,1584.1,1
29.7,73.0,52.0,42.1,59.2,72.8,62.1,110.6,330.7,328.6,275.4,258.6,142.1,56.1,35.3,1193.3,1773.7,1
32.2,73.0,51.0,29.5,32.4,32.8,79.2,102.0,293.7,306.6,292.1,228.8,107.5,51.4,52.6,1121.2,1608.7,1
30.9,69.0,34.0,14.3,3.9,0.0,0.0,64.2,192.9,218.4,134.4,158.2,72.6,1.5,0.0,703.8,860.3,0
28.6,69.0,37.0,6.8,1.0,16.5,8.4,49.7,194.4,148.5,265.8,221.5,39.6,31.4,20.7,830.1,1004.1,0
29.0,73.0,37.0,6.4,7.0,0.0,41.3,52.9,270.0,243.7,339.6,128.2,111.4,32.2,22.0,981.5,1254.7,0
26.8,76.0,34.0,7.3,15.1,16.8,35.4,92.6,295.5,374.0,320.1,178.4,102.9,34.8,14.5,1168.0,1487.3,1
29.0,79.0,40.0,28.9,33.7,58.1,65.4,74.7,296.2,300.4,275.8,134.9,118.5,38.5,29.4,1007.3,1454.4,1
28.4,69.0,32.0,0.0,19.5,0.0,13.0,54.1,181.3,278.0,270.9,146.5,47.9,18.2,0.0,876.8,1029.5,0
29.7,83.0,29.0,27.5,20.1,5.8,28.2,76.9,299.4,352.9,261.3,232.5,74.3,44.5,20.5,1146.2,1444.0,1
27.2,72.0,43.0,21.1,13.6,11.6,37.0,103.8,288.0,422.9,303.2,227.3,100.2,26.6,22.2,1241.5,1577.6,1
30.1,74.0,43.0,18.1,29.2,40.0,25.6,98.4,210.1,398.5,388.3,211.3,81.6,22.0,37.0,1208.2,1560.3,1
32.4,70.0,32.0,10.5,0.0,13.6,1.9,24.5,197.3,232.1,326.6,188.1,81.3,17.4,14.1,944.0,1107.3,0
28.8,59.0,45.0,0.0,0.0,0.0,26.3,25.8,277.5,173.0,299.8,94.7,15.6,0.0,0.0,845.1,912.8,0
29.9,79.0,33.0,23.2,20.1,30.8,47.5,83.6,249.1,453.6,263.4,185.2,79.8,33.8,13.2,1151.3,1483.4,1
30.5,78.0,40.0,22.5,36.8,48.3,51.8,81.1,359.8,458.5,345.9,181.7,147.3,37.0,26.0,1346.0,1796.8,1
28.1,72.0,45.0,26.1,34.0,48.1,22.5,69.1,295.8,329.5,200.4,178.5,109.2,52.8,24.7,1004.2,1390.7,0
29.5,74.0,38.0,17.5,14.0,19.5,30.7,90.3,233.2,233.8,275.4,227.0,94.2,25.3,9.8,969.4,1270.6,0
29.0,77.0,42.0,13.7,30.6,12.8,34.1,87.5,273.2,381.6,337.7,175.1,153.4,57.1,22.4,1167.6,1579.2,1
29.2,65.0,34.0,4.1,0.0,0.0,22.1,44.0,236.5,276.5,305.9,145.8,4.6,0.0,7.8,964.7,1047.4,0
27.3,,36.0,15.1,0.0,7.5,17.8,75.4,209.7,293.0,318.7,95.9,59.4,31.8,10.2,917.3,1134.6,0
29.1,79.0,36.0,19.2,27.9,26.8,29.4,69.9,217.2,371.1,314.5,194.2,87.4,62.1,18.7,1096.9,1438.4,0
30.1,66.0,32.0,0.0,0.0,0.0,7.0,73.0,270.2,301.7,250.2,122.6,83.1,0.0,0.0,944.7,1107.7,0
32.2,76.0,37.0,20.4,17.3,35.8,29.9,56.8,309.1,241.5,323.8,206.2,114.5,36.1,11.2,1080.5,1402.5,1
31.1,66.0,26.0,0.0,0.0,0.0,13.6,43.9,254.0,251.3,195.5,118.0,29.1,23.8,0.0,818.9,929.3,0
33.7,77.0,34.0,17.2,21.8,19.7,25.6,98.1,342.7,349.1,240.4,204.1,114.3,30.2,11.0,1136.3,,1
27.3,74.0,36.0,12.9,28.8,29.4,14.6,38.9,226.6,337.0,290.0,189.9,76.3,27.1,27.6,1043.5,1299.2,0
30.9,64.0,36.0,0.0,0.0,0.0,0.0,37.5,326.5,300.1,274.4,249.6,94.7,13.9,0.0,1150.7,1296.8,0
29.4,81.0,36.0,38.4,15.0,34.4,46.4,104.6,222.2,377.8,195.9,234.2,76.0,42.3,10.3,1030.1,1397.6,0
33.8,70.0,38.0,10.7,8.2,22.3,19.5,84.3,195.5,279.5,307.6,108.4,78.1,0.7,18.9,891.0,1133.7,0
27.2,69.0,42.0,2.8,14.3,18.9,14.1,62.8,159.4,316.9,331.0,139.3,73.9,39.8,11.7,946.6,1185.0,1
27.2,75.0,45.0,40.7,34.5,57.4,64.1,70.1,250.3,122.3,300.3,217.3,131.2,20.8,18.0,890.1,1326.9,0
27.7,81.0,33.0,34.5,20.8,14.0,49.4,95.5,238.7,289.4,434.1,164.6,83.3,31.4,21.9,1126.8,1477.7,1
24.3,68.0,28.0,9.0,0.0,0.0,3.5,62.5,257.7,324.6,219.2,35.2,57.7,13.3,0.0,836.8,982.8,0
27.8,74.0,30.0,0.0,6.5,6.3,37.0,32.3,259.0,272.2,254.7,246.3,88.3,11.3,6.8,1032.2,1220.8,0
27.3,77.0,34.0,16.3,25.7,25.8,42.4,45.3,193.8,281.4,266.5,231.8,103.0,21.1,31.8,973.5,1284.9,0
29.3,78.0,35.0,1.7,5.8,38.1,28.5,77.9,241.8,250.9,289.0,226.8,115.6,44.0,14.6,1008.5,1334.7,0
29.8,75.0,32.0,10.8,6.4,13.2,13.9,74.0,231.0,361.6,262.3,164.1,86.7,11.2,9.8,1019.0,1245.0,0
