Temp,Humidity,Cloud Cover,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,avgjune,sub,flood
26.9,78.9,5.9,868.1,6.7,26.6,733.0,101.8,189.1,Assam & Meghalaya,0
34.5,67.8,5.8,1135.3,31.6,95.9,909.8,98.0,229.7,Assam & Meghalaya,0
33.0,62.2,1.4,1425.4,25.3,42.1,1241.2,116.8,327.7,East Rajasthan,1
28.5,85.9,7.1,1129.3,38.9,9.8,1019.8,60.8,255.4,Coastal Andhra Pradesh,1
27.1,87.0,5.5,1122.5,10.0,56.7,993.1,62.7,228.7,Coastal Karnataka,1
27.4,62.8,7.8,799.2,9.0,61.0,561.8,167.4,128.2,Coastal Andhra Pradesh,0
29.1,47.6,5.9,724.2,36.4,64.8,552.9,70.1,98.6,Assam & Meghalaya,0
23.4,82.1,7.2,1233.5,26.4,100.9,996.8,109.4,289.7,Assam & Meghalaya,1
26.1,61.8,5.9,624.0,0.0,52.9,490.8,80.3,140.0,East Rajasthan,0
21.2,79.5,7.7,814.8,11.9,56.4,740.4,6.1,168.5,Gangetic West Bengal,0
,46.4,,1103.0,25.8,26.9,1050.3,0.0,256.9,Coastal Andhra Pradesh,0
29.3,80.7,4.8,779.3,32.6,84.6,605.3,56.8,138.6,Madhya Maharashtra,1
25.3,55.5,8.0,1579.1,9.8,65.5,1381.6,122.2,376.3,East Rajasthan,1
32.5,78.8,6.8,1426.1,0.0,47.4,1267.2,111.5,288.4,Konkan & Goa,0
22.7,70.2,6.1,575.9,27.8,2.9,428.6,116.6,109.4,Assam & Meghalaya,0
21.9,58.6,2.4,765.8,1.7,103.3,620.3,40.5,152.9,East Rajasthan,0
27.8,65.1,2.4,382.1,0.0,23.2,214.3,144.6,70.1,Coastal Andhra Pradesh,0
30.7,78.2,5.6,748.9,0.0,42.3,665.2,41.4,164.2,Assam & Meghalaya,0
32.9,71.3,5.3,1321.4,32.2,70.8,1129.9,88.5,247.3,Coastal Karnataka,1
25.4,77.0,3.8,901.4,21.9,24.1,775.8,79.6,188.9,East Rajasthan,0
30.8,93.7,5.3,1143.0,16.6,15.2,1038.2,73.0,240.1,Kerala,1
,51.2,8.0,617.6,40.8,0.0,443.3,133.5,112.4,Assam & Meghalaya,0
26.4,89.4,6.4,1302.4,29.6,81.6,1139.4,51.8,313.5,Coastal Andhra Pradesh,0
30.1,71.3,2.7,847.3,44.2,43.6,733.5,26.0,148.6,Bihar,0
29.3,59.2,4.8,1132.3,0.0,147.8,903.7,80.8,209.9,Madhya Maharashtra,0
21.5,54.0,3.4,985.8,19.5,30.2,872.1,64.0,207.0,Vidarbha,0
32.2,67.7,4.2,766.0,0.0,32.4,518.5,215.1,122.0,Gangetic West Bengal,0
31.8,81.1,4.2,720.8,16.6,43.0,554.1,107.1,153.3,Vidarbha,0
24.8,68.5,4.0,1337.5,16.3,67.3,4462.046812083043,63.6,294.1,Coastal Andhra Pradesh,1
28.4,88.1,2.5,1132.8,29.4,45.9,1019.7,37.8,263.2,Konkan & Goa,1
28.7,52.6,4.7,1318.9,20.7,78.4,1215.0,4.8,291.2,Konkan & Goa,0
,69.9,3.9,1096.4,29.4,30.6,997.4,39.0,253.9,Bihar,0
25.1,55.0,0.0,1076.7,30.6,18.6,942.9,84.6,251.3,Gangetic West Bengal,1
24.6,74.4,8.0,577.7,52.3,6.1,382.2,137.1,80.9,Kerala,0
26.9,80.6,7.2,959.1,15.3,0.0,818.9,124.9,220.4,Bihar,0
31.1,65.0,4.2,1031.4,5.9,44.5,891.8,89.2,224.0,Vidarbha,0
28.9,38.7,5.0,1627.7,23.7,51.0,1485.9,67.1,392.4,Bihar,1
25.7,72.4,2.7,1246.0,8.0,41.1,1106.1,90.8,272.5,Vidarbha,1
29.7,75.2,8.0,1559.6,42.2,97.3,1360.8,59.3,347.8,Assam & Meghalaya,1
17.0,74.9,8.0,1340.6,15.8,96.8,1079.3,148.7,269.0,Konkan & Goa,1
31.0,84.8,5.3,820.5,11.5,50.0,686.6,72.4,169.7,Assam & Meghalaya,0
20.9,57.1,7.0,1030.7,12.9,6.2,935.1,76.5,239.0,Madhya Maharashtra,0
25.7,78.2,5.4,1044.7,30.8,43.0,970.9,0.0,253.5,Gangetic West Bengal,0
23.1,84.3,2.3,750.1,17.6,42.0,618.3,72.2,129.6,Kerala,0
22.5,48.7,4.2,948.9,10.4,40.3,784.7,113.5,224.8,Vidarbha,0
31.1,73.8,5.3,959.7,45.0,39.1,838.3,37.3,172.4,Kerala,0
25.4,63.9,4.1,1479.3,7.2,40.4,1381.7,50.0,331.7,Vidarbha,1
28.2,69.0,4.6,456.4,20.5,48.4,275.8,111.7,67.1,Coastal Andhra Pradesh,0
26.8,74.2,4.8,1353.3,29.8,40.9,1261.7,20.9,323.7,Bihar,1
28.7,64.2,4.8,807.5,0.0,66.2,619.0,122.3,186.3,Madhya Maharashtra,0
27.3,61.9,5.1,645.1,27.2,70.8,488.4,58.7,84.9,Konkan & Goa,0
22.5,70.4,2.9,1355.4,4.2,32.7,1254.0,64.5,303.3,Vidarbha,0
30.5,57.0,3.6,1285.0,32.3,98.1,1119.6,35.0,237.4,Kerala,0
25.3,57.0,2.4,1407.7,5.6,30.6,1276.4,95.1,319.7,Madhya Maharashtra,1
21.6,78.2,7.0,1360.5,30.4,11.5,1140.2,178.4,290.5,Coastal Karnataka,0
25.5,56.2,0.8,1737.3,36.6,71.4,1518.0,111.3,411.3,Coastal Karnataka,1
,78.0,7.3,1181.4,32.9,35.5,1067.6,45.4,269.3,Assam & Meghalaya,0
30.0,75.6,7.8,1071.9,23.8,69.6,853.1,125.4,234.2,Konkan & Goa,0
25.8,49.3,4.4,1086.7,16.5,0.0,1002.9,67.3,262.4,Coastal Andhra Pradesh,0
25.8,61.9,0.0,1521.2,11.4,101.8,1273.0,135.0,309.5,Kerala,1
25.9,84.3,4.3,900.8,42.1,80.2,666.2,112.3,138.4,Bihar,0
34.3,58.2,4.9,728.9,9.5,15.0,704.4,0.0,181.6,Bihar,0
28.3,64.4,3.0,867.1,4.4,15.6,807.3,39.8,172.0,Kerala,0
28.5,75.5,4.0,526.6,30.0,110.2,268.6,117.8,93.1,Gangetic West Bengal,0
30.6,,8.0,1073.5,8.1,37.9,941.4,86.1,232.1,Coastal Andhra Pradesh,0
27.8,67.0,6.3,413.9,5.7,35.0,334.2,39.0,107.5,Madhya Maharashtra,0
26.1,62.8,3.2,970.6,0.0,0.0,915.9,54.7,219.4,Vidarbha,0
26.3,87.1,1.8,1225.7,12.8,49.5,1159.6,3.8,295.3,Gangetic West Bengal,1
26.7,90.9,4.3,905.4,18.8,53.2,756.9,76.5,193.4,Vidarbha,1
26.9,81.7,4.6,1676.6,23.6,81.5,1403.1,168.4,349.9,Vidarbha,1
29.5,71.0,6.0,626.3,34.3,18.0,461.8,112.2,106.8,Gangetic West Bengal,0
27.2,60.3,3.9,1467.3,27.9,14.4,1257.4,167.6,322.2,Assam & Meghalaya,0
29.6,60.0,6.0,1308.4,17.1,73.5,1102.5,115.3,257.1,Coastal Karnataka,0
26.7,76.3,,613.5,17.0,90.2,385.2,121.1,72.1,Vidarbha,0
27.3,75.0,6.6,1912.8,27.7,12.9,1713.2,159.0,453.2,Gangetic West Bengal,1
20.0,86.8,4.9,1107.5,39.1,92.4,880.9,95.1,234.8,Gangetic West Bengal,0
30.2,,4.6,792.3,21.9,61.1,636.8,72.5,160.5,East Rajasthan,0
28.2,52.0,4.3,705.0,13.0,92.8,477.9,121.3,152.8,Assam & Meghalaya,0
30.5,82.6,7.4,1035.2,5.1,57.9,834.0,138.2,203.1,Konkan & Goa,0
16.9,58.0,3.7,922.6,0.0,0.0,861.8,60.8,241.9,East Rajasthan,0
34.3,65.4,5.1,1067.3,30.0,55.4,930.8,51.1,236.2,East Rajasthan,0
26.5,73.0,5.1,1016.8,28.7,91.8,810.7,85.6,182.2,Kerala,0
30.9,93.9,4.0,1265.2,28.7,33.2,1090.0,113.3,309.5,Coastal Karnataka,1
23.4,100.0,2.3,962.1,18.1,48.4,783.7,111.9,215.7,Gangetic West Bengal,0
29.1,77.3,5.6,438.3,41.1,54.7,319.5,23.0,77.5,Coastal Karnataka,0
23.3,67.8,4.9,1024.4,12.7,0.0,855.2,156.5,228.3,Coastal Andhra Pradesh,0
24.8,76.4,6.0,388.6,34.3,110.1,189.8,54.4,39.4,Kerala,0
33.7,80.7,3.9,1127.9,19.4,33.0,1006.1,69.4,268.1,Konkan & Goa,0
26.3,66.2,7.4,736.2,10.9,75.2,606.2,43.9,103.7,Coastal Karnataka,0
27.8,91.5,3.2,1223.2,28.9,57.4,949.0,187.9,216.9,Bihar,1
30.0,72.8,8.0,1507.7,26.1,97.7,1294.2,89.7,343.1,Vidarbha,1
28.7,76.0,1.5,759.0,25.4,72.2,615.4,46.0,148.9,Coastal Andhra Pradesh,0
27.5,78.0,5.9,1407.2,21.2,53.0,1218.4,114.6,308.8,Assam & Meghalaya,1
28.3,75.1,6.0,933.4,19.4,33.2,770.0,110.8,165.6,Konkan & Goa,0
35.4,80.1,3.4,1638.2,55.8,83.9,1426.0,72.5,393.5,Coastal Andhra Pradesh,1
26.8,62.6,5.8,945.7,37.8,3.8,790.5,113.6,221.4,Vidarbha,0
27.7,63.3,7.6,805.1,30.8,79.4,647.9,47.0,158.0,Kerala,0
30.7,56.8,0.6,1215.2,21.7,27.0,1106.2,60.3,268.5,Vidarbha,1
30.9,75.3,6.0,902.0,35.1,97.6,769.3,0.0,212.9,East Rajasthan,0
31.2,79.3,0.0,767.2,27.8,64.8,647.6,27.0,201.5,Vidarbha,0
29.2,75.5,3.1,1008.6,20.4,79.3,756.6,152.3,208.2,East Rajasthan,0
23.0,90.1,8.0,1110.2,15.4,62.5,886.6,145.7,265.1,Kerala,0
32.7,69.9,3.8,1411.5,18.8,7.4,1302.7,82.6,307.2,Madhya Maharashtra,1
23.0,78.0,2.7,500.5,0.0,34.2,319.8,146.5,63.6,East Rajasthan,0
28.1,56.9,4.6,1083.9,23.2,80.2,906.9,73.6,202.9,Assam & Meghalaya,1
24.4,65.4,8.0,1235.5,12.7,65.0,1087.5,70.3,280.7,Vidarbha,0
26.8,78.3,1.3,1179.6,43.9,95.4,958.0,82.3,243.0,Vidarbha,1
28.2,80.2,2.9,1460.4,20.3,72.1,1293.0,75.0,320.2,Assam & Meghalaya,1
28.1,66.5,,982.3,2.2,31.0,877.7,71.4,235.6,Bihar,0
28.5,69.1,8.0,1025.7,19.3,36.1,844.6,125.7,235.8,Gangetic West Bengal,1
32.6,51.8,4.8,1231.1,4.3,63.1,5062.320463428568,86.0,238.9,Madhya Maharashtra,1
28.6,65.7,2.5,1065.4,27.1,0.0,929.8,108.5,220.5,Konkan & Goa,0
26.1,80.7,8.0,1038.8,24.4,110.2,782.9,121.3,212.1,East Rajasthan,0
30.4,76.9,8.0,1258.0,34.4,73.3,1054.8,95.5,254.3,Assam & Meghalaya,0
31.2,76.0,6.4,850.3,8.1,96.8,2494.1159198991463,41.2,160.1,Kerala,1
22.7,70.6,3.4,775.6,20.5,12.6,716.6,25.9,199.5,East Rajasthan,0
29.1,70.1,4.9,924.9,0.0,97.3,741.6,86.0,159.6,Gangetic West Bengal,0
29.5,62.1,4.7,1536.4,30.5,126.9,1305.9,73.1,320.4,Kerala,1
26.0,78.4,5.7,131.7,27.8,20.4,0.0,83.5,6.6,Coastal Andhra Pradesh,0
31.8,75.1,7.9,1208.6,27.4,83.1,1018.7,79.4,243.2,Vidarbha,1
26.5,75.9,6.8,1173.6,20.0,60.0,910.3,183.3,243.2,Coastal Andhra Pradesh,0
27.4,63.7,2.8,462.4,26.2,13.7,395.7,26.8,87.5,East Rajasthan,0
26.4,44.2,7.8,1112.2,44.1,74.8,992.9,0.4,276.4,Gangetic West Bengal,0
27.1,83.2,5.6,1236.7,15.7,85.0,1042.7,93.3,258.2,Madhya Maharashtra,0
23.2,64.3,6.4,1205.9,22.1,42.0,1076.9,64.9,282.7,East Rajasthan,1
22.0,59.6,7.9,295.8,3.7,95.0,104.5,92.6,41.0,Assam & Meghalaya,0
32.6,78.3,2.8,1430.3,7.0,10.0,1309.9,103.4,314.9,Coastal Karnataka,1
24.0,65.3,4.9,846.8,21.5,15.2,678.7,131.4,128.6,East Rajasthan,0
23.5,82.7,3.9,1226.4,36.6,64.1,1106.0,19.7,283.7,Vidarbha,1
19.5,77.4,1.9,1257.0,16.2,60.8,1122.3,57.7,282.0,Vidarbha,1
24.8,78.2,5.7,789.2,16.5,38.5,637.0,97.2,170.4,East Rajasthan,0
22.4,53.6,8.0,1307.1,13.9,84.3,1098.1,110.8,270.0,Kerala,0
32.7,84.5,1.3,1040.0,12.0,75.9,784.4,167.7,187.5,Coastal Karnataka,0
30.5,73.1,4.9,506.9,24.4,85.7,278.6,118.2,109.8,Assam & Meghalaya,0
24.6,65.6,6.3,1384.3,0.0,56.3,1250.3,77.7,283.1,East Rajasthan,1
34.9,71.7,5.2,829.2,39.2,78.1,667.5,44.4,181.6,Kerala,0
30.4,48.7,4.8,757.7,10.0,46.6,643.7,57.4,149.4,Vidarbha,0
25.9,74.9,2.4,987.8,30.8,121.6,779.1,56.3,188.1,Vidarbha,0
,57.6,5.5,1124.5,1.0,35.6,981.7,106.2,239.1,Gangetic West Bengal,0
35.0,53.8,3.5,1126.3,30.0,123.2,882.8,90.3,204.6,East Rajasthan,0
22.1,51.7,0.6,1182.6,30.1,61.0,1064.4,27.1,277.5,Coastal Karnataka,0
21.2,83.4,7.4,605.3,25.8,18.7,498.2,62.6,152.4,Bihar,0
30.6,62.4,6.9,898.5,5.1,101.0,677.3,115.1,178.7,Coastal Karnataka,1
35.5,88.4,5.1,1046.8,23.7,63.8,865.2,94.1,218.4,Vidarbha,0
31.8,63.6,5.5,1659.9,2.3,85.5,1469.4,102.7,347.6,Vidarbha,1
29.0,49.5,7.1,1074.1,16.2,96.7,865.9,95.3,226.8,Coastal Andhra Pradesh,0
29.1,56.6,5.4,1476.2,35.4,70.1,1225.6,145.1,349.5,Vidarbha,1
30.0,84.8,6.8,1075.2,32.0,42.2,911.6,89.4,220.3,Assam & Meghalaya,0
29.7,68.1,4.4,929.0,20.2,89.3,754.9,64.6,181.2,Konkan & Goa,0
28.0,,7.6,934.8,5.4,60.0,826.0,43.4,195.3,East Rajasthan,0
27.4,71.9,5.6,1049.8,29.7,80.6,849.5,90.0,202.6,Coastal Karnataka,0
26.8,76.0,5.4,1101.4,20.3,0.0,1081.1,0.0,215.4,Konkan & Goa,1
24.4,83.4,2.5,1458.4,0.0,73.4,1312.4,72.6,336.2,Kerala,1
26.0,87.4,5.6,1152.2,31.7,40.8,1007.9,71.8,235.1,Bihar,1
21.1,65.7,3.3,1410.7,19.6,109.6,1256.1,25.4,281.8,Assam & Meghalaya,1
26.7,54.1,3.7,770.2,38.0,78.7,610.6,42.9,167.7,Coastal Karnataka,0
23.5,65.0,3.4,958.8,3.6,67.2,775.6,112.4,172.3,Konkan & Goa,1
23.1,73.1,2.9,846.5,0.0,74.6,682.7,89.2,163.9,Bihar,1
27.6,58.4,8.0,1132.6,24.2,30.0,994.3,84.1,277.9,Coastal Andhra Pradesh,0
31.9,58.5,7.7,1017.7,24.4,108.7,792.3,92.3,169.9,Assam & Meghalaya,0
30.2,74.1,8.0,1322.3,0.0,119.7,1118.9,83.7,249.1,Assam & Meghalaya,0
21.5,69.4,2.6,827.5,5.3,71.8,620.7,129.7,160.6,Coastal Andhra Pradesh,0
23.5,70.4,5.1,1166.8,61.3,107.7,3036.152224080468,84.9,251.2,East Rajasthan,1
30.3,60.9,2.4,1186.1,15.4,42.9,1106.1,21.7,245.0,Coastal Andhra Pradesh,0
23.6,67.2,3.6,492.7,31.0,36.1,280.4,145.2,78.3,Assam & Meghalaya,0
26.2,58.9,3.2,1702.7,10.2,61.2,1536.5,94.8,395.7,Assam & Meghalaya,1
28.9,80.7,7.5,944.5,0.0,73.0,815.1,56.4,162.6,Konkan & Goa,0
23.6,82.4,4.2,388.0,17.4,48.2,292.5,29.9,89.1,Vidarbha,0
27.4,47.8,7.1,1135.3,16.0,76.1,947.4,95.8,254.4,Bihar,0
22.3,58.8,6.2,1068.5,14.0,69.2,910.0,75.3,221.3,Coastal Andhra Pradesh,1
24.9,52.0,8.0,1066.8,18.3,30.1,875.4,143.0,243.9,Bihar,0
28.1,62.2,2.0,1363.2,24.0,75.6,1197.4,66.2,322.1,Coastal Andhra Pradesh,1
21.4,69.0,7.5,1274.3,17.7,85.9,1124.2,46.5,283.1,Kerala,1
28.5,52.6,7.3,1171.3,1.0,65.1,989.4,115.8,238.3,Assam & Meghalaya,1
26.9,58.9,3.1,1273.9,27.3,94.6,1035.0,117.0,239.3,Vidarbha,1
28.9,58.0,7.0,978.9,0.0,23.5,868.7,86.7,216.4,Konkan & Goa,0
27.8,72.5,5.7,1613.7,0.0,74.0,1432.6,107.1,369.5,Vidarbha,1
31.8,70.8,4.5,590.7,31.1,24.9,456.2,78.5,107.6,Vidarbha,0
27.4,61.3,3.4,1085.5,27.6,26.6,941.9,89.4,191.5,Vidarbha,0
25.5,72.1,3.6,1106.3,19.1,41.1,919.5,126.6,255.2,Bihar,0
27.4,63.4,8.0,1280.7,0.0,31.7,1144.0,105.0,289.8,Coastal Andhra Pradesh,0
28.9,66.7,5.0,773.0,9.4,43.6,646.8,73.2,154.1,Madhya Maharashtra,0
27.2,90.1,6.6,580.7,16.1,53.6,376.9,134.1,111.4,Kerala,0
27.1,86.1,3.4,1032.1,0.0,85.1,947.0,0.0,267.2,Coastal Karnataka,1
24.5,54.4,3.4,1205.8,8.9,50.4,984.4,162.1,190.1,Vidarbha,0
24.7,80.0,7.2,1400.9,29.8,12.4,1346.9,11.8,345.4,East Rajasthan,1
22.1,79.7,2.3,709.4,41.4,94.2,518.9,54.9,101.2,Bihar,0
33.1,56.2,4.2,1373.4,13.7,34.9,1246.4,78.4,321.6,Konkan & Goa,0
22.6,79.8,5.1,1773.8,31.3,58.2,1610.2,74.1,405.1,Coastal Karnataka,1
24.6,88.5,5.2,980.4,0.0,73.4,786.7,120.3,209.4,Madhya Maharashtra,0
24.5,56.5,4.6,646.3,29.9,66.0,512.7,37.7,118.2,East Rajasthan,0
30.1,59.0,5.8,969.0,7.9,92.8,777.9,90.4,157.0,Madhya Maharashtra,0
26.0,82.2,6.4,1060.1,24.6,74.4,904.2,56.9,217.0,Coastal Karnataka,0
31.4,73.3,6.5,1211.4,16.3,34.2,1069.1,91.8,275.4,Vidarbha,0
24.6,76.6,3.0,965.2,39.8,125.4,722.6,77.4,201.0,East Rajasthan,0
28.0,74.1,4.4,1523.0,6.9,65.8,1366.6,83.7,318.2,Madhya Maharashtra,0
24.1,74.7,7.4,708.6,29.4,55.6,565.6,58.0,161.9,Konkan & Goa,0
34.5,54.1,6.8,542.5,15.8,88.9,378.2,59.6,81.6,Coastal Andhra Pradesh,0
22.8,82.6,2.3,1408.6,17.6,67.5,1232.0,91.5,315.2,Assam & Meghalaya,1
28.1,84.0,5.7,424.5,17.2,72.0,217.6,117.7,44.2,Coastal Andhra Pradesh,0
29.2,67.2,1.0,1037.0,7.3,134.8,838.8,56.1,213.3,Coastal Karnataka,1
28.4,69.5,5.1,1952.0,19.8,51.7,1835.3,45.2,476.7,Bihar,1
26.4,51.6,8.0,1070.5,19.1,50.5,896.4,104.5,199.6,Assam & Meghalaya,0
26.5,76.2,,729.6,23.6,63.5,563.8,78.7,127.4,Kerala,0
27.2,76.9,3.3,1109.4,21.3,92.1,882.8,113.2,224.4,Konkan & Goa,0
26.5,69.3,6.5,975.4,32.0,14.8,884.8,43.8,269.2,Kerala,0
30.4,83.5,1.9,991.9,33.9,1.0,948.2,8.8,219.8,East Rajasthan,0
34.7,66.0,3.7,1204.0,4.2,42.4,1098.7,58.7,315.5,Assam & Meghalaya,1
25.0,76.8,6.2,681.6,33.0,11.0,588.3,49.3,187.2,Kerala,0
22.2,57.8,3.7,1532.6,2.2,47.3,1406.3,76.8,349.6,Kerala,1
26.7,69.7,4.5,1131.9,28.8,75.1,973.5,54.5,237.4,Madhya Maharashtra,0
36.0,67.9,6.5,1290.2,29.3,33.3,1118.0,109.6,265.7,Coastal Andhra Pradesh,1
24.2,72.7,5.8,797.3,0.0,17.2,711.6,68.5,176.5,Madhya Maharashtra,0
,65.6,5.5,1455.4,21.4,62.1,1285.9,86.0,293.3,Assam & Meghalaya,0
32.9,68.4,4.3,1008.1,13.0,85.9,822.9,86.3,204.2,Assam & Meghalaya,0
25.1,79.9,5.7,1088.9,8.6,9.2,983.3,87.8,275.8,Coastal Karnataka,1
29.0,64.8,,824.0,40.3,84.6,620.1,79.0,142.8,Madhya Maharashtra,0
32.7,50.7,5.9,796.0,10.2,84.5,600.9,100.4,145.4,Gangetic West Bengal,0
,91.0,4.0,1251.2,7.9,88.6,1106.5,48.2,242.6,Coastal Andhra Pradesh,0
26.3,86.6,4.6,1020.6,21.1,96.6,766.9,136.0,199.2,Assam & Meghalaya,0
25.0,54.5,3.0,870.8,30.3,126.1,643.9,70.5,166.3,Coastal Karnataka,0
23.4,78.3,4.9,801.7,17.9,49.3,707.0,27.5,178.0,Madhya Maharashtra,0
24.7,64.0,3.4,1298.0,37.5,63.3,1109.7,87.5,273.1,Coastal Andhra Pradesh,1
22.7,73.2,2.8,832.8,28.0,47.5,711.3,46.0,172.0,Madhya Maharashtra,0
27.1,73.5,5.5,1031.4,0.0,60.1,864.7,106.6,226.2,Kerala,0
24.3,67.2,5.4,1191.0,12.1,106.0,904.5,168.4,225.5,Coastal Karnataka,0
27.8,60.6,6.6,404.5,11.6,19.6,324.8,48.5,87.5,Coastal Andhra Pradesh,0
21.6,61.7,4.1,613.4,27.2,34.2,458.7,93.3,119.0,Vidarbha,0
28.2,59.0,5.8,1112.0,0.0,101.3,1000.9,9.8,272.7,East Rajasthan,1
29.9,60.0,6.1,925.9,58.2,90.6,678.9,98.2,183.3,East Rajasthan,0
20.0,69.2,5.9,1338.7,28.0,49.1,1217.0,44.6,308.1,Coastal Andhra Pradesh,1
28.3,61.4,3.3,1352.8,22.2,85.6,1190.0,55.0,327.9,Madhya Maharashtra,1
31.3,78.2,5.3,1259.6,37.7,70.2,1115.8,35.9,287.4,Coastal Karnataka,0
22.8,87.8,5.7,1715.4,55.2,105.0,1445.9,109.3,387.6,East Rajasthan,1
32.9,63.0,5.0,1090.7,33.1,62.2,875.1,120.3,230.9,Coastal Karnataka,0
28.5,72.9,0.8,1300.6,34.2,90.8,1094.7,80.9,236.8,East Rajasthan,0
24.5,,5.3,931.4,22.0,139.3,724.7,45.4,207.3,Kerala,0
26.8,75.7,8.0,1875.1,17.9,77.9,1635.7,143.6,411.6,Madhya Maharashtra,1
29.0,70.9,4.3,1619.5,12.9,61.5,1495.1,50.0,372.7,Kerala,1
27.3,78.9,3.5,992.9,7.6,81.7,903.6,0.0,231.5,East Rajasthan,0
28.9,75.8,5.7,1173.0,9.7,49.0,1016.0,98.3,247.1,Vidarbha,1
23.8,55.1,5.6,1475.2,0.0,131.6,1307.8,35.8,331.5,Vidarbha,0
27.6,80.4,7.4,1059.7,18.9,65.4,855.9,119.5,202.1,Kerala,0
22.1,80.6,2.5,819.6,0.0,51.8,703.0,64.8,201.2,Vidarbha,0
26.6,60.8,6.5,1324.1,22.9,34.9,1162.2,104.1,288.3,East Rajasthan,1
23.8,70.5,6.2,1172.0,19.5,92.9,923.5,136.1,223.2,Coastal Andhra Pradesh,0
24.4,78.2,4.7,1094.7,22.2,86.0,954.9,31.6,220.2,Kerala,1
31.3,67.5,5.7,764.4,12.2,45.1,649.7,57.4,167.8,Bihar,0
30.8,82.9,7.1,605.2,66.2,77.3,384.7,77.0,99.9,Madhya Maharashtra,0
29.1,98.4,6.7,1167.4,40.4,14.7,970.8,141.5,250.5,Vidarbha,1
23.2,60.6,2.7,1292.0,1.3,65.5,1171.5,53.7,272.3,Vidarbha,0
25.9,53.4,6.6,985.6,23.5,73.6,2569.0531189310263,56.2,176.1,Assam & Meghalaya,1
31.2,73.6,4.9,1552.1,10.9,111.2,1330.9,99.1,345.2,Gangetic West Bengal,1
27.5,78.7,5.1,787.4,4.8,36.9,688.8,56.9,201.9,Kerala,0
35.1,67.2,5.1,691.3,0.0,21.6,583.6,86.1,125.4,Konkan & Goa,0
28.4,87.4,4.7,957.3,26.5,33.1,879.8,17.9,251.7,Vidarbha,0
27.7,53.9,7.4,1073.5,9.8,19.9,875.2,168.6,224.5,Madhya Maharashtra,1
25.9,78.3,4.8,1291.7,34.5,100.1,1131.0,26.1,282.6,Bihar,1
27.5,62.7,2.8,876.0,34.9,106.5,667.5,67.1,158.9,Vidarbha,0
26.5,90.6,4.2,1499.3,40.6,69.6,1310.4,78.7,299.9,Bihar,1
29.5,93.9,5.4,1750.4,7.2,96.6,1490.1,156.5,392.3,East Rajasthan,1
30.3,60.8,7.5,1006.4,27.1,64.0,888.3,27.0,206.6,East Rajasthan,0
24.2,63.4,6.2,1520.8,29.5,57.1,1274.9,159.3,303.1,Gangetic West Bengal,1
22.3,80.3,3.3,756.3,12.9,50.0,583.1,110.3,165.6,Coastal Andhra Pradesh,0
20.6,65.4,8.0,1378.4,8.4,50.7,1222.6,96.7,268.0,Konkan & Goa,1
28.8,69.5,5.5,1312.5,44.1,13.6,1214.2,40.6,273.1,Assam & Meghalaya,0
23.1,70.3,7.6,1353.1,23.4,67.9,1159.0,102.8,289.4,Gangetic West Bengal,0
19.5,47.0,4.7,1034.7,29.5,58.8,895.3,51.1,229.7,Coastal Karnataka,0
28.4,69.8,6.1,234.5,7.7,82.4,13.7,130.7,13.1,Assam & Meghalaya,0
35.7,61.7,6.7,813.2,1.7,62.8,707.5,41.2,170.8,Kerala,0
27.0,,7.4,854.3,11.5,55.1,712.2,75.5,228.7,Madhya Maharashtra,0
29.9,87.3,7.1,716.3,18.1,33.9,606.5,57.8,147.1,Coastal Karnataka,0
27.3,54.9,6.7,1043.4,4.0,62.2,936.7,40.5,229.6,Coastal Karnataka,0
26.7,79.8,4.4,986.0,19.9,82.1,774.3,109.7,177.6,Gangetic West Bengal,0
30.2,66.7,3.9,779.7,0.0,25.7,652.6,101.4,165.6,Coastal Andhra Pradesh,0
,66.6,5.7,776.6,3.2,62.6,582.4,128.4,157.9,Gangetic West Bengal,0
27.9,79.5,6.9,791.2,30.1,67.0,685.3,8.8,195.4,Kerala,1
,74.1,4.6,1426.6,29.1,38.5,1236.4,122.6,279.3,Vidarbha,0
24.7,76.8,7.1,938.4,14.1,42.4,701.7,180.2,170.5,Vidarbha,0
30.5,81.6,7.9,879.0,4.7,66.9,745.5,61.9,195.3,Coastal Andhra Pradesh,0
26.4,66.0,3.2,949.4,4.6,26.0,763.0,155.8,202.5,Kerala,1
24.4,62.7,3.3,1156.1,14.4,70.5,1001.7,69.5,250.6,Coastal Andhra Pradesh,1
28.9,57.0,4.7,1124.8,29.7,33.1,1036.9,25.1,270.1,Bihar,0
23.9,60.1,5.6,193.6,33.9,91.9,0.0,67.8,0.0,Vidarbha,0
27.1,100.0,4.0,1471.1,12.6,130.1,1206.5,121.9,332.8,Coastal Karnataka,1
27.0,84.9,7.7,1414.3,2.7,34.2,1330.9,46.5,352.6,Konkan & Goa,1
30.8,53.8,5.8,740.9,24.0,76.0,584.9,56.0,119.3,Madhya Maharashtra,0
28.7,54.1,5.1,757.8,7.6,38.2,608.3,103.7,130.6,Kerala,0
26.9,75.8,2.1,948.4,12.2,91.2,764.9,80.1,170.3,Assam & Meghalaya,0
29.9,76.6,2.4,838.5,39.9,22.0,673.2,103.4,181.9,Coastal Andhra Pradesh,0
